package,pi_type,has_policy,in_policy,status,policy_url,policy_matches
admobileapps.kpopmp3,Address Line 1,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Address Line 2,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,City,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Country,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Email Address,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Name,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Password,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Postal Code,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,State,False,N/A,NO POLICY - could not retrieve,,
admobileapps.kpopmp3,Username,False,N/A,NO POLICY - could not retrieve,,
ae.smartv.stmobile,Date Range,True,False,VIOLATION - collected but NOT disclosed,https://st-cloud.smartime.ae/STmobileAppPolicy/policy.html,
ae.smartv.stmobile,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://st-cloud.smartime.ae/STmobileAppPolicy/policy.html,
ae.smartv.stmobile,Email Address,True,True,OK - collected and disclosed,https://st-cloud.smartime.ae/STmobileAppPolicy/policy.html,
ae.smartv.stmobile,Password,True,False,VIOLATION - collected but NOT disclosed,https://st-cloud.smartime.ae/STmobileAppPolicy/policy.html,
ae.smartv.stmobile,User Name,True,False,VIOLATION - collected but NOT disclosed,https://st-cloud.smartime.ae/STmobileAppPolicy/policy.html,
ae.smartv.stmobile,Username,True,False,VIOLATION - collected but NOT disclosed,https://st-cloud.smartime.ae/STmobileAppPolicy/policy.html,
ai.art.generator.design,Date,False,N/A,NO POLICY - could not retrieve,,
air.com.nhncorp.jrapp,Date,False,N/A,NO POLICY - could not retrieve,,
air.com.nhncorp.jrapp,Date of Birth,False,N/A,NO POLICY - could not retrieve,,
air.com.nhncorp.jrapp,Gender,False,N/A,NO POLICY - could not retrieve,,
air.com.nhncorp.jrapp,Nickname,False,N/A,NO POLICY - could not retrieve,,
air.com.unit9.bkFrApp,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://www.burgerking.fr/page/donnees-personnelles,
air.com.unit9.bkFrApp,Date of birth or date range,True,False,VIOLATION - collected but NOT disclosed,https://www.burgerking.fr/page/donnees-personnelles,
app.amptify,Date,False,N/A,NO POLICY - could not retrieve,,
app.amptify,Date of Birth,False,N/A,NO POLICY - could not retrieve,,
app.minicollector.com,City,True,False,VIOLATION - collected but NOT disclosed,https://minicollector.dapper-apps.co/docs/privacy_policy.html,
app.minicollector.com,Date,True,True,OK - collected and disclosed,https://minicollector.dapper-apps.co/docs/privacy_policy.html,
app.minicollector.com,Date Range,True,False,VIOLATION - collected but NOT disclosed,https://minicollector.dapper-apps.co/docs/privacy_policy.html,
app.minicollector.com,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://minicollector.dapper-apps.co/docs/privacy_policy.html,
app.minicollector.com,State,True,False,VIOLATION - collected but NOT disclosed,https://minicollector.dapper-apps.co/docs/privacy_policy.html,
app.minicollector.com,Street Address,True,True,OK - collected and disclosed,https://minicollector.dapper-apps.co/docs/privacy_policy.html,
app.stretchminder.android,Date,True,True,OK - collected and disclosed,https://stretchminder.app/privacy,
app.stretchminder.android,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://stretchminder.app/privacy,
asia.coins.mobile,City,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Cryptocurrency Address,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Date of Birth or Date Range,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Destination Tag,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Email Address,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Employee Job Title,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Employer Name,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,First Name,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Gender,True,True,OK - collected and disclosed,https://coins.ph/privacy,gender
asia.coins.mobile,Identification Number,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Last Name,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Middle Name,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Name,True,True,OK - collected and disclosed,https://coins.ph/privacy,your name
asia.coins.mobile,National Identification Number,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Password,True,True,OK - collected and disclosed,https://coins.ph/privacy,"password, pin"
asia.coins.mobile,Permanent City,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Permanent Postal Code,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Permanent State,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Permanent Street Address,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Phone Number,True,True,OK - collected and disclosed,https://coins.ph/privacy,
asia.coins.mobile,Postal Code,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Province,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,State,True,False,VIOLATION - collected but NOT disclosed,https://coins.ph/privacy,
asia.coins.mobile,Street Address,True,True,OK - collected and disclosed,https://coins.ph/privacy,
au.com.cacu.android,Date Range,False,N/A,NO POLICY - could not retrieve,,
au.com.cacu.android,Date of Birth,False,N/A,NO POLICY - could not retrieve,,
au.com.leapinggoat,City,False,N/A,NO POLICY - could not retrieve,,
au.com.leapinggoat,Date of Birth,False,N/A,NO POLICY - could not retrieve,,
au.com.leapinggoat,Date of Birth or Other Date Information,False,N/A,NO POLICY - could not retrieve,,
au.com.leapinggoat,State,False,N/A,NO POLICY - could not retrieve,,
au.com.leapinggoat,Street Address,False,N/A,NO POLICY - could not retrieve,,
au.com.ratemoney,Date,True,True,OK - collected and disclosed,https://online.originmms.com.au/ib/ratemoney/Privacy,
au.com.ratemoney,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://online.originmms.com.au/ib/ratemoney/Privacy,
axis_android.axis_android.HamptonHall2020,Date Range,False,N/A,NO POLICY - could not retrieve,https://www.clubessential.com/privacy-policy,
axis_android.axis_android.HamptonHall2020,Date of Birth,False,N/A,NO POLICY - could not retrieve,https://www.clubessential.com/privacy-policy,
be.persgroep.android.news.mobilehln,Date,True,True,OK - collected and disclosed,https://privacy.dpgmedia.be/nl/document/privacy-policy,
be.persgroep.android.news.mobilehln,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://privacy.dpgmedia.be/nl/document/privacy-policy,
bg.evn2go.app,Address Line 1,True,True,OK - collected and disclosed,https://www.evn.bg/SpecialPages/Default/DeclarationEC.aspx,
bg.evn2go.app,Address Line 2,True,True,OK - collected and disclosed,https://www.evn.bg/SpecialPages/Default/DeclarationEC.aspx,
bg.evn2go.app,City,True,False,VIOLATION - collected but NOT disclosed,https://www.evn.bg/SpecialPages/Default/DeclarationEC.aspx,
bg.evn2go.app,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://www.evn.bg/SpecialPages/Default/DeclarationEC.aspx,
bg.evn2go.app,Date of Birth or Date Range,True,False,VIOLATION - collected but NOT disclosed,https://www.evn.bg/SpecialPages/Default/DeclarationEC.aspx,
bg.evn2go.app,State,True,False,VIOLATION - collected but NOT disclosed,https://www.evn.bg/SpecialPages/Default/DeclarationEC.aspx,
br.com.rodrigokolb.realbass,Date,True,False,VIOLATION - collected but NOT disclosed,https://www.kolbapps.com/privacy_policy.html,
br.com.rodrigokolb.realbass,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://www.kolbapps.com/privacy_policy.html,
br.com.winker.wl.villesainteanne,Address Line 1,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Address Line 2,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,City,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Company Domain,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Company Email Address,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Contact Group Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Contact Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Date,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Date of Birth,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Display Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Email Address,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,First Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Full Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Gender Pronouns,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Last Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Meeting Passcode,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Password,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Personal Link Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Phone Number,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Screen Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,State,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,User Name,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Year of Birth,False,N/A,NO POLICY - could not retrieve,,
br.com.winker.wl.villesainteanne,Zip Code,False,N/A,NO POLICY - could not retrieve,,
co.alexis.bhapy,Account Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,"address, city"
co.alexis.bhapy,Address Line 1,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Address Line 2,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Beneficiary Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Billing Details,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,City or District,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Date,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Email Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Full Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,GSTIN,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,IFSC Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Landmark,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Mobile Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Mobile Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Postal Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Recipient Email Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,Student Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.alexis.bhapy,WhatsApp Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/iukczk,
co.amy.lpsvl,Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,"address, city"
co.amy.lpsvl,Address Line 1,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Address Line 2,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Bank Account Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Beneficiary Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Billing Details,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,City or District,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Date,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Date Range,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Email Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Full Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Group Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,IFSC Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Institute Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Landmark,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Mobile Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Mobile Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Postal or Zip Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,School,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Short Biographical Information,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,Tax Identification Number (GSTIN),True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.lpsvl,WhatsApp Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/lpsvl?defaultLanguage=EN,
co.amy.rgdlf,Account Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,"address, city"
co.amy.rgdlf,Address Line 1,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Address Line 2,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Beneficiary Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Billing Details,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,City/District,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Date Range,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Email Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Full Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,GSTIN,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Group Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,IFSC Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Institute Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Landmark,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Mobile Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Mobile Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Postal Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Recipient Email Address or Identifier,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Section Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,Student Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.amy.rgdlf,WhatsApp Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/rgdlf?defaultLanguage=EN,
co.bolton.prcl,Account Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,"address, city"
co.bolton.prcl,Address Line 1,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Address Line 2,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Beneficiary Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Billing Details,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Biography,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,City or District,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Date,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Email Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Full Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,GSTIN,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Group Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,IFSC Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Institute Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Landmark,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Mobile Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Mobile Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Postal or Pin Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Postal or Zip Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Recipient Identifier,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,School,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Student Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,Tax Identification Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.bolton.prcl,WhatsApp Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/prcl?defaultLanguage=EN,
co.happybits.marcopolo,Current Phone Number,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,Date,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,Email Address,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,First Name,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,Last Name,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,Name,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,"last name, your name"
co.happybits.marcopolo,New Phone Number,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,Phone Number,True,True,OK - collected and disclosed,https://www.marcopolo.me/privacy-policy,
co.happybits.marcopolo,Verification Code,True,False,VIOLATION - collected but NOT disclosed,https://www.marcopolo.me/privacy-policy,
co.jarvis.crb,Account Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,"address, city"
co.jarvis.crb,Address Line 1,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Address Line 2,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Beneficiary Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Billing Details,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Biography,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,City or District,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Date,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Date Range,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Date of Birth,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Email Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Full Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,IFSC Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Landmark,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Mobile Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Mobile Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Phone Number,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Postal or Pin Code,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Recipient Identifier,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.crb,Tax Identification Number (GSTIN),True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/crb?defaultLanguage=EN,
co.jarvis.phnx,Account Number,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/phnx?defaultLanguage=EN,
co.jarvis.phnx,Address,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/phnx?defaultLanguage=EN,"address, city"
co.jarvis.phnx,Address Line 1,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/phnx?defaultLanguage=EN,
co.jarvis.phnx,Address Line 2,True,True,OK - collected and disclosed,https://privacy-policy.courses.store/phnx?defaultLanguage=EN,
co.jarvis.phnx,Beneficiary Name,True,False,VIOLATION - collected but NOT disclosed,https://privacy-policy.courses.store/phnx?defaultLanguage=EN,
