file,tag,android:id,android:text,android:hint,android:inputType,android:contentDescription,android:checked,android:enabled,android:maxLength,android:autofillHints
res/layout/activity_year_in_review_debug.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FDF,@7F130458,,,,,,,
res/layout/activity_year_in_review_debug.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FD8,@7F130454,,,,,,,
res/layout/activity_year_in_review_debug.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FD9,@7F130455,,,,,,,
res/layout/activity_year_in_review_debug.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FDB,@7F130456,,,,,,,
res/layout/activity_year_in_review_debug.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FDE,@7F130457,,,,,,,
res/layout/activity_year_in_review_report.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FB4,@7F130F3B,,,,,,,
res/layout/add_friends_flow_invite.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A1228,@7F130D26,,,,,,,
res/layout/add_friends_flow_invite.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0B30,@7F130D24,,,,,,,
res/layout/belvedere_floating_action_menu.xml,com.google.android.material.floatingactionbutton.FloatingActionButton,@7F0A0723,,,,,,,,
res/layout/belvedere_floating_action_menu_item.xml,com.google.android.material.floatingactionbutton.FloatingActionButton,@7F0A06F7,,,,,,,,
res/layout/bottom_sheet_add_phone_number.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,@7F130082,,,,,,,
res/layout/bottom_sheet_add_phone_number.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130B8C,,,,,,,
res/layout/bottom_sheet_alphabet_gate.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A09BB,@7F1300C3,,,,,,,
res/layout/bottom_sheet_alphabet_gate.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0FF7,@7F1300C3,,,,,,,
res/layout/bottom_sheet_characters_transliterations_redirect.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0331,@7F1301C0,,,,,,,
res/layout/bottom_sheet_characters_transliterations_redirect.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0BC1,@7F130050,,,,,,,
res/layout/bottom_sheet_china_privacy.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A03F1,@7F1300AC,,,,,,,
res/layout/bottom_sheet_china_purchase_policy.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,@7F1300AC,,,,,,,
res/layout/bottom_sheet_china_purchase_policy.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130042,,,,,,,
res/layout/bottom_sheet_contact_sync.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0CE3,@7F131088,,,,,,,
res/layout/bottom_sheet_contact_sync.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F38,@7F130A9B,,,,,,,
res/layout/bottom_sheet_course_remove_confirm.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0DEB,@7F130D54,,,,,,,
res/layout/bottom_sheet_course_remove_confirm.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A025D,@7F130042,,,,,,,
res/layout/bottom_sheet_dynamic_message.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A08A6,,,,,,,,
res/layout/bottom_sheet_dynamic_message.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A08A7,,,,,,,,
res/layout/bottom_sheet_enable_social_features.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0F70,@7F130ED3,,,,,,,
res/layout/bottom_sheet_enable_social_features.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0AB4,@7F130A9B,,,,,,,
res/layout/bottom_sheet_end_friend_streak.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A0655,@7F130D54,,,,,,,
res/layout/bottom_sheet_end_friend_streak.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A05AF,@7F130050,,,,,,,
res/layout/bottom_sheet_family_plan_edit_member.xml,com.duolingo.core.design.juicy.ui.JuicyButton,@7F0A03F1,@7F130D56,,,,,,,
